A	35	92946	276667	4033157	
A	36	12	26	38	
A	36	93436	279007	3968410	
A	37	12	26	38	
A	37	92901	277527	4002343	
A	38	12	26	38	
A	38	94052	282298	4048114	
A	39	12	26	38	
A	39	93107	277557	4008863	
A	40	12	26	38	
A	40	95139	285291	4043688	
A	41	12	26	38	
A	41	97076	291164	4090906	
A	42	12	26	38	
A	42	97047	289188	4030861	
A	43	12	26	38	
A	43	97933	289581	4036744	
A	44	12	26	38	
A	44	99020	292481	4046999	
A	45	12	26	38	
A	45	98941	290015	3966945	
A	46	12	26	38	
A	46	103658	305493	3984831	
A	47	12	26	38	
A	47	104793	307521	4023429	
A	48	12	26	38	
A	48	101615	297123	3973413	
A	49	12	26	38	
A	49	99628	292536	4007031	
A	50	12	26	38	
A	50	102835	302703	4046440	
A	51	12	26	38	
A	51	103333	301143	3994701	
A	52	12	26	38	
A	52	104887	305459	4021783	
A	53	12	26	38	
A	53	105663	307467	4052289	
A	54	12	26	38	
A	54	105004	306155	4010932	
A	55	12	26	38	
A	55	106370	307491	4006968	
A	56	12	26	38	
A	56	107062	309076	4011410	
A	57	12	26	38	
A	57	105937	306162	3938399	
A	58	12	26	38	
A	58	107266	310024	3962741	
A	59	12	26	38	
A	59	108717	313307	4004779	
A	60	12	26	38	
A	60	109464	315071	3960652	
A	61	12	26	38	
A	61	113487	324656	4003608	
A	62	12	26	38	
A	62	113559	324434	4039945	
A	63	12	26	38	
A	63	113572	325470	4015462	
A	64	12	26	38	
A	64	114403	327449	4045247	
A	65	12	26	38	
A	65	114915	327709	4049279	
A	66	12	26	38	
A	66	113346	323370	3975416	
A	67	12	26	38	
A	67	116845	330387	3978391	
A	68	12	26	38	
A	68	116228	329522	3996468	
A	69	12	26	38	
A	69	116795	332196	3945135	
A	70	12	26	38	
A	70	121988	346375	3972620	
A	71	12	26	38	
A	71	125562	354592	4016157	
A	72	12	26	38	
A	72	122166	342675	3979958	
A	73	12	26	38	
A	73	127183	356441	4023066	
A	74	12	26	38	
A	74	124685	350212	4069637	
A	75	12	26	38	
A	75	124056	347806	4022756	
A	76	12	26	38	
A	76	124254	348639	4037693	
A	77	12	26	38	
A	77	128566	357924	4050226	
A	78	12	26	38	
A	78	126353	353534	3973704	
A	79	12	26	38	
A	79	127258	353251	3968187	
A	80	12	26	38	
A	80	125950	353275	3984953	
A	81	12	26	38	
A	81	125764	349946	3953496	
A	82	12	26	38	
A	82	126547	352177	3993718	
A	83	12	26	38	
A	83	130576	362772	4046070	
A	84	12	26	38	
A	84	130992	362205	4014418	
A	85	12	26	38	
A	85	132078	364917	4046644	
A	86	12	26	38	
A	86	133136	368051	4062108	
A	87	12	26	38	
A	87	132604	366044	3984724	
A	88	12	26	38	
A	88	133768	368697	3966326	
A	89	12	26	38	
A	89	133338	367920	3956150	
A	90	12	26	38	
A	90	135962	369185	3895198	
A	91	12	26	38	
A	91	139574	382141	3937364	
A	92	12	26	38	
A	92	148146	399612	3982962	
A	93	12	26	38	
A	93	145633	393194	3969838	
A	94	12	26	38	
